id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
641354767095827471,Sunny Loft near city center,21037572,Gema,,Centro,36.7278922,-4.429670700000001,Entire home/apt,87,3,43,2024-06-29,1.76,1,174,23,VFT/MA/52436
641674734592821992,Precioso apartamento a 5 minutos de la playa,28744173,Jabo,,Carretera de Cadiz,36.69634,-4.44438,Entire home/apt,179,4,16,2024-06-15,0.68,1,324,9,Exempt
641682519495848579,Del Parque Flats Urban Relax,152016953,Del Parque Flats,,Centro,36.72547,-4.42464,Entire home/apt,123,1,14,2024-05-27,0.66,62,214,12,VFT/MA/51665
641931877195713640,Nice and practical apartment tastefully decorated,245521015,Domingo Moreau Sl,,Centro,36.72374692728352,-4.429251049096149,Entire home/apt,153,1,11,2024-05-03,0.51,20,290,3,VTF/MA/52655
641992785152595296,Nuevo  apartamento centro y playa  con solarium,337077339,Eugenia,,Centro,36.72633,-4.42103,Entire home/apt,97,4,97,2024-06-03,3.88,2,280,39,VFT/MA/53615
642807868959837192,"Las Floritas, Málaga-España",462743474,Angie Karina,,Carretera de Cadiz,36.692854,-4.443635,Entire home/apt,141,2,19,2024-06-16,1.77,1,174,19,CTC-2023132010
643211938937509221,Authentic Apartment in Málaga Historical Center,19338356,Ralf,,Centro,36.72137,-4.42501,Entire home/apt,101,1,82,2024-06-26,3.28,1,58,30,VFT/MA/53299
643305748177139191,Bright apartment in Barrio Vistafranca,460486232,Patricia,,Carretera de Cadiz,36.69728,-4.45512,Entire home/apt,150,4,7,2023-08-20,0.30,1,34,3,VFT/MA/52842
643385755428578674,Cubo's Gibralfaro House Center,117253760,Cubo'S Holiday Homes.,,Centro,36.72509,-4.40393,Entire home/apt,264,1,29,2024-06-16,1.18,27,243,8,VFT/MA/52451
643574636250050549,"Sunny Elite, a 100 metros de la playa.",382146507,Lovely,,Carretera de Cadiz,36.6932292,-4.4437384,Entire home/apt,126,2,21,2024-05-14,0.87,63,292,12,VFT/MA/52388
643842493104743603,Apartamento de 3 dormitorios en Málaga la Merced,374138888,Líbere,,Centro,36.72258560413535,-4.417569769311531,Entire home/apt,275,1,15,2024-06-16,0.64,6,222,7,A/MA/01806
643868139643452122,Estudio céntrico junto a la Merced - Líbere,374138888,Líbere,,Centro,36.7226716,-4.4176556,Entire home/apt,131,1,36,2024-05-20,1.52,6,265,19,A/MA/01806
643877801881749724,Estudio con terraza en Málaga junto a la Merced,374138888,Líbere,,Centro,36.7226716,-4.4176556,Entire home/apt,164,1,10,2024-02-28,0.43,6,150,7,A/MA/01806
643898684306386156,Apartamento Premium & Parking  by ELE Apartments,89812313,Ele,,Carretera de Cadiz,36.71001,-4.43104,Entire home/apt,299,3,33,2024-06-07,1.37,75,211,12,VFT/MA/43653
644042608383155525,House in Málaga city. Also long term. Availabl car,463030480,Elena,,Churriana,36.6685885959055,-4.503569004893486,Entire home/apt,139,10,3,2023-10-20,0.15,1,180,1,WFT/MA/37946
644163725243562544,Room in old Spanish house.,463078413,Petra,,Ciudad Jardin,36.7372,-4.42138,Private room,42,1,5,2022-09-11,0.20,1,89,0,Exempt
644183334493367280,Habitación cerca del casco histórico Málaga,458362116,Misaily,,Centro,36.72362,-4.42409,Private room,39,1,224,2024-06-19,9.16,1,176,89,Exempt
644196770099559636,Apartamento Velarde 3 Hospital Civil!,4313922,Antonio,,Bailen-Miraflores,36.72632712961124,-4.431107193231582,Entire home/apt,70,2,33,2024-06-09,1.32,2,62,18,VFT6/2022
644262510972272607,Precioso apartamento residencial,70502879,Juan Pedro,,Cruz De Humilladero,36.69882,-4.47509,Entire home/apt,72,5,34,2024-06-17,1.36,2,20,13,Exempt
644483545943295003,Malaga Refino´s,24974770,Carlos,,Centro,36.72477,-4.42006,Entire home/apt,95,2,19,2024-06-14,0.79,7,341,13,VFT/MA/38016
644494970070655390,PRECIOSO PISO  CENTRICO EN MALAGA,463158755,J Lorenzo,,Palma-Palmilla,36.73213,-4.42924,Entire home/apt,116,4,0,,,2,223,0,VFT/MA/52907
644535729304963766,Piso Vintage Terrace,14849927,Francisco,,Ciudad Jardin,36.7380631,-4.4236008,Entire home/apt,90,2,20,2024-06-25,0.80,1,278,10,VFT/MA/53594
644710373940414470,Malaga Old Town & Parking,244492011,Sunset Málaga Apartments,,Centro,36.7262737,-4.4210856,Entire home/apt,229,4,4,2024-06-11,0.16,51,92,2,VFT/MA/49359
644736342188972252,Apartamento con gran terraza,42379753,Villa Torcal,,Cruz De Humilladero,36.72112,-4.44876,Entire home/apt,160,4,1,2023-08-20,0.09,3,20,1,VFT/MA/53677
644765151391649220,Del Parque Flats Mitjana,152016953,Del Parque Flats,,Centro,36.72154,-4.422,Entire home/apt,122,1,3,2022-11-20,0.14,62,365,0,VFT/MA/29350
644795485253150899,INMálaga Apartments Cisneros,79418042,INMálaga,,Centro,36.7207386,-4.4239615,Entire home/apt,154,1,14,2024-01-20,0.62,40,30,7,A/MA/01447
645246109866767592,"Marmoles 19, City Center Apartment",21521353,Leandro,,Centro,36.7215476,-4.427569800000001,Entire home/apt,154,3,57,2024-06-27,2.31,41,277,28,VFT/MA/05053
645290610850796073,Soho & Sea Views - Parking,244492011,Sunset Málaga Apartments,,Centro,36.7123752,-4.4264622,Entire home/apt,168,4,1,2022-08-27,0.04,51,115,0,VFT/MA/52995
645344163118520929,Precioso apartamento en Málaga,463346616,Sergio,,Centro,36.7311372,-4.423673099999999,Private room,100,1,50,2023-11-26,2.00,1,31,10,Exempt
645475901119846521,"Piso muy espacioso con piscina, parque, 2 terrazas",463376852,Dolores,,Teatinos-Universidad,36.7217049083884,-4.461033973016348,Entire home/apt,141,2,1,2022-07-17,0.04,1,185,0,VFT/MA/53637
645490560497309181,Amplio apartamento Universidad by Renthas,316795838,Renthas Hospitality,,Centro,36.72715,-4.42035,Entire home/apt,118,2,0,,,25,155,0,VFT/MA/53728
645620059964512902,Casita Lucero: Gibralfaro,33332125,Marta,,Centro,36.7298467,-4.4227121,Private room,69,1,119,2024-06-26,4.85,7,99,60,VFT/MA/50907
645622683646833657,Biznaga Suite Apartment By AlohaMálaga,463420726,Coppage,,Centro,36.7235204,-4.423397599999999,Entire home/apt,108,3,6,2024-03-27,0.28,5,142,4,A/MA/01807
645636829438505368,Marea Suites Málaga Aparment By AlohaMálaga,463420726,Coppage,,Centro,36.7235204,-4.423397599999999,Entire home/apt,127,3,1,2022-09-23,0.05,5,184,0,A/MA/01807
645641052367855231,Casita Lucero: La Manquita,33332125,Marta,,Centro,36.730134055392924,-4.42282922565937,Private room,46,1,96,2024-05-07,3.91,7,87,41,VFT/MA/50907
645641100283398201,Casita Lucero: Alcabaza,33332125,Marta,,Centro,36.73023670285505,-4.422672316431999,Private room,56,1,107,2024-06-12,4.36,7,99,46,VFT/MA/50907
645714035612099230,Terral Suites Málaga Aparment By AlohaMálaga,463420726,Coppage,,Centro,36.72463,-4.42223,Entire home/apt,297,3,4,2024-02-13,0.17,5,157,1,A/MA/01807
645716693193154741,"Dúplex Picasso Málaga, Centro By AlohaMálaga",463420726,Coppage,,Centro,36.7235204,-4.423397599999999,Entire home/apt,142,3,5,2023-06-14,0.22,5,154,0,A/MA/01807
646124582716962744,Behagliches Haus mit Sonnenterrasse,9960184,Alexander,,Centro,36.73327,-4.41926,Private room,32,6,30,2024-06-19,1.21,6,48,22,CTC-2018184339
646136735913083999,PRECIOSO APARTAMENTO EN PISCIS LITORAL,14264818,Jose Luis,,Carretera de Cadiz,36.6813,-4.45292,Entire home/apt,201,3,9,2024-06-17,0.38,4,206,4,VFT/MA/53753
646207925917696509,Sunny & modern apartment - Center by REMS,278821830,Remy,,Centro,36.7255799,-4.4136475,Entire home/apt,105,1,79,2024-06-18,3.18,123,353,30,CTC-2022093124
646207968891614570,"Apartment with pool, parking and patio Center REMS",278821830,Remy,,Centro,36.7258571,-4.4200677,Entire home/apt,356,1,15,2024-06-18,0.62,123,62,9,VFT/MA/15621
646298516831914325,NEW big flat in Malaga close to Malagueta beach,270327161,Ana,,Centro,36.72116,-4.40824,Entire home/apt,486,3,13,2023-12-31,0.55,1,78,5,CTC-2020074803
646702078240558782,PRECIOSO APARTAMENTO,82783041,Alejandro Y Caro,,Centro,36.729602,-4.424658,Entire home/apt,177,3,21,2024-04-01,0.89,2,243,1,VFT/MA/53806
646709610138208724,C5 · El Palo Beach 2 Bedroom With Terrace,5890675,La Recepción,,Este,36.7192,-4.35584,Entire home/apt,121,1,39,2024-06-16,1.57,64,329,29,VFT/MA/49231
646739849790502865,C74 · Marvelous 3 Bedroom Apartment In Historical,5890675,La Recepción,,Centro,36.72435,-4.42233,Entire home/apt,204,1,36,2024-06-12,1.45,64,318,23,VFT/MA/49484
646839808965006137,Altamira bajo,179249847,Ovidio,,Carretera de Cadiz,36.702761939753564,-4.436965298175656,Entire home/apt,93,1,32,2024-06-19,1.33,11,304,14,VFT/MA/53417
646886797631838403,Altamira 1,179249847,Ovidio,,Carretera de Cadiz,36.70271618550703,-4.436974873016357,Entire home/apt,94,1,29,2024-03-23,1.19,11,301,17,VFT/MA/53417
646892415359683573,Altamira 2,179249847,Ovidio,,Carretera de Cadiz,36.70275059276121,-4.436953415344238,Entire home/apt,96,1,23,2024-06-14,0.98,11,308,15,VFT/MA/53417
646947781559907363,Unique & Romantic Penthouse in the heart of Málaga,12294279,Borch,,Centro,36.72286,-4.42069,Entire home/apt,160,3,66,2024-06-19,2.67,2,266,41,TBA2022
646961503018540612,"Berta Place, Málaga Centro Histórico",432867047,Gregorio Alberto,,Centro,36.7233711,-4.4190575,Entire home/apt,187,3,4,2024-06-09,0.18,4,183,1,VFT/MA/42849
647539769713058105,Malagajara Sea - Duplex abuhardillado,1319215,Blanca,,Centro,36.7232,-4.4307,Entire home/apt,80,3,31,2024-05-20,1.26,5,158,12,VFT/MA/13805
647560399027036852,Apartment near the beach in Málaga,132369131,Aroa,,Carretera de Cadiz,36.70680748974296,-4.437652118504047,Entire home/apt,64,2,49,2024-06-23,2.06,1,131,20,VFT/MA/53845
648210894367495733,Make dreams happen in Malaga center,2957440,Lucia,,Centro,36.72873,-4.42357,Private room,38,2,16,2024-06-29,3.38,10,36,16,VFT/MA/56855
648246005792917303,LA MERCED Apartment 40 2BT 2BR,17499500,Homeabout,,Centro,36.72703,-4.41849,Entire home/apt,113,1,15,2024-04-26,0.62,65,264,5,VFT/MA/31457
648289835928255318,Precioso apartamento en el corazón de Málaga,91139485,Jose,,Centro,36.7202421,-4.4238559,Entire home/apt,136,3,6,2024-05-03,0.24,7,24,3,VFT/MA/49428
648304475500559820,"Confortable habitación doble, fantastica ubicación",464009375,Lorena,,Cruz De Humilladero,36.7112592,-4.4416734,Private room,45,3,56,2024-06-17,2.28,1,65,27,Exempt
648310063826462657,MalagaSuite Historic City Centre,45749342,Malagasuite Showroom,,Centro,36.72355,-4.41676,Entire home/apt,150,1,6,2024-06-01,0.29,34,16,4,VFT/MA/08774
648349935875538553,Apartamento Jazmín,424824590,Francisco,,Centro,36.72841,-4.41543,Entire home/apt,129,2,0,,,3,109,0,VFT\MA\53274
648395175693749830,Letmalaga Popolo Apartment 4,317065206,María,,Centro,36.72816,-4.42316,Entire home/apt,116,1,3,2024-03-31,0.13,84,365,2,VFT/MA/25476
648408010221660480,Wonderful Málaga Centro apartment By AlohaMálaga,463686542,Inversiones Carluja,,Centro,36.7277785,-4.429409,Entire home/apt,187,3,18,2024-06-30,0.75,1,171,5,VFT/MA/64205
648415267765469502,Charming flat 13 minutes from the historic centre,354248735,Xana,,Centro,36.73112,-4.42288,Entire home/apt,93,1,0,,,20,173,0,VFT/MA/52580
648472561721481426,Soleada casa en Málaga a metros de la playa,54578512,Jimena,,Carretera de Cadiz,36.69806,-4.44225,Entire home/apt,196,5,0,,,2,135,0,VFT/MA/52165
648572938342409386,Amplio Piso En Atarazanas,464096598,Greensol Homes And Apartments,,Centro,36.71885,-4.4253,Entire home/apt,206,2,30,2024-06-16,1.27,4,76,17,VFT/MA/53726
648606499688899776,HOUSE OF THE SEA,382146507,Lovely,,Carretera de Cadiz,36.694846,-4.443094,Entire home/apt,132,2,13,2024-04-28,0.55,63,291,5,VFT/MA/39238
648609948769309892,Premium Rosón - MálagadeVacaciones,3298879,Málaga De Vacaciones,,Este,36.7223739,-4.3797799,Entire home/apt,103,1,5,2024-05-10,0.22,39,167,4,CTC-2016098580
648892157133481226,Letmalaga Lighthouse,317065206,María,,Centro,36.71852,-4.41195,Entire home/apt,137,1,23,2023-12-11,1.18,84,364,8,VFT/MA/52852
648912217227360433,Amazing Malagueta Views,21521353,Leandro,,Centro,36.71625,-4.41182,Entire home/apt,319,3,53,2024-06-16,2.23,41,25,20,VFT/MA/50524
649699969997346905,Bolivia Beach Suite B,1698733,Sergio,,Este,36.721353568921224,-4.378209920342361,Entire home/apt,109,2,29,2024-06-17,1.20,1,67,17,VFT/MA/53960
649753219391078311,"Agradable adosado, ideal familias",347988349,Maria,,Este,36.73737,-4.38569,Entire home/apt,470,7,0,,,1,365,0,Exempt
649759686251734640,-MalagaSunApts- Luxury HistoricalCentre,71255240,Andrea,,Centro,36.7238472,-4.422175699999999,Entire home/apt,252,1,48,2024-06-16,1.99,47,31,28,VFT/MA/45928
649776435731481926,Letmalaga Sorolla beach,317065206,María,,Este,36.72241,-4.38337,Entire home/apt,119,1,17,2024-05-13,0.73,84,364,10,VFT/MA/53955
649910002804889251,Malagueta - Maestranza,2477923,Caleta Homes,,Centro,36.7195392,-4.4085957,Entire home/apt,160,1,8,2024-05-31,0.37,105,304,5,VFT/MA/48031
650325390031855264,The little beach house,95260302,Javier,,Este,36.72111,-4.37563,Entire home/apt,124,3,48,2024-06-03,2.05,1,63,27,VTF/MA/48324
650430629926941350,3 rooms con parking San Juan,207196989,Rocio,,Centro,36.720757,-4.4235745,Entire home/apt,196,1,4,2023-06-05,0.16,4,143,0,VFT/MA/53949
650546076291681386,San Telmo in the heart of Centro Historico,2477923,Caleta Homes,,Centro,36.7217775,-4.4222124,Entire home/apt,160,1,3,2023-08-25,0.14,105,286,1,VFT/MA/29173
651155406485273070,INMálaga Apartments Cervantes,79418042,INMálaga,,Centro,36.7244912,-4.4194065,Entire home/apt,134,1,8,2023-10-13,0.33,40,260,5,A/MA/01447
651341979368099086,Piso céntrico y acogedor en Málaga,267299759,Diego,,Centro,36.7199828,-4.4327386,Entire home/apt,92,1,5,2023-08-20,0.46,1,197,5,VFT/MA/69763
651912051355270365,Apartamento Alhondiga El Palo,444472120,Julian,,Este,36.7201435,-4.3564492,Entire home/apt,194,3,1,2023-08-20,0.09,1,139,1,VFT/MA/50350
652559213123580380,"Precioso piso: 3 habitaciones, 2 baños y terraza",412707073,Maripaz,,Cruz De Humilladero,36.71872724037058,-4.446971453726292,Entire home/apt,90,3,4,2023-08-15,0.17,1,183,3,VFT/MA/51652
652785973221236698,Apartamento 2 hab Centro  Málaga  junto  C/ Larios,465023551,Dolores,,Centro,36.7200074,-4.4227911,Entire home/apt,138,14,1,2022-09-10,0.05,1,83,0,VUT/MA/81548
652932580090737262,Centro Plaza Uncibay / Merced cerca VFT/MA/01286,26583926,Patricio,,Centro,36.71539,-4.42307,Entire home/apt,180,4,4,2023-08-10,0.18,7,31,3,VFT/MA/01286
653339685805340180,Habitación privada Plaza de La Merced,252959314,Malaga,,Centro,36.72455,-4.41655,Private room,38,1,34,2024-04-19,1.38,41,1,17,VFT/MA/30736
653340237080787994,Fabulous two-bedroom holiday flat in Málaga,354248735,Xana,,Centro,36.71082,-4.42919,Entire home/apt,111,1,3,2024-05-05,0.13,20,112,2,VFT/MA/20820
653341628952762456,Nice one-bedroom flat in the historic centre of the city,228835060,Malaga Planners,,Centro,36.723875879,-4.419648382,Entire home/apt,116,1,4,2024-02-09,0.20,18,350,3,VFT/MA/01784
653350667199582969,HH Casa Chica,305088693,Beatriz,,Este,36.72107269640608,-4.373996920376581,Entire home/apt,101,6,8,2024-04-06,0.39,3,329,5,VFT/MA/54158
653976043083555281,Fantastic Penthouse with Views Penthouse AC  2BR,4884962,"Esther, Francisco & Sara",,Centro,36.7291234,-4.4229704,Entire home/apt,252,1,1,2023-07-16,0.09,17,116,1,VFT/MA/34785
654052050519740780,Precioso piso con patio a 200m de la playa,85483146,David,,Carretera de Cadiz,36.7056,-4.4368,Entire home/apt,140,2,1,2023-08-15,0.09,1,312,1,VFT/MA/39643
654113650608066653,Apartamento en Málaga junto al mar,465339201,José Manuel,,Este,36.719349401676325,-4.366519342327888,Entire home/apt,146,2,4,2023-08-20,0.18,1,292,1,VFT/MA/23858
654355456375815980,"Apartamento vacacional en Malaga, zona residencial",465037166,Nabil,,Bailen-Miraflores,36.72747,-4.4385,Entire home/apt,90,2,6,2023-08-14,0.26,2,272,3,VFT/MA/35820
654756523220184795,Apartment-Ensuite with Shower,237836192,Eva,,Centro,36.7233251,-4.418199299999999,Entire home/apt,199,2,1,2022-08-26,0.04,14,339,0,VFT/MA/02213
654768777156559451,Apartamento Luminoso Cuarteles,464096598,Greensol Homes And Apartments,,Centro,36.71381,-4.42785,Entire home/apt,129,2,33,2024-06-21,1.47,4,74,21,VFT/MA/54195
654770564518151090,Cubo's Sea View Pacifico Street & Free Parking,117253760,Cubo'S Holiday Homes.,,Carretera de Cadiz,36.69712,-4.43903,Entire home/apt,120,1,22,2024-06-30,0.99,27,288,8,VFT/MA/33393
654811542252737830,Nice apartment with patio,84646336,Elena,,Centro,36.726423616961966,-4.415317153967275,Entire home/apt,85,5,6,2023-08-16,0.32,7,91,2,VFT/MA/22322
654822321354027731,Elegant duplex in Malaga with private Terrace,465511683,Eugenia Y Germán,,Bailen-Miraflores,36.72826939999999,-4.4426405,Entire home/apt,128,3,25,2024-06-23,1.07,1,19,10,VFT/MA/41933
654870739773787917,Vacaciones frente al Mar,465523206,Mar,,Este,36.71827,-4.35121,Entire home/apt,265,2,6,2023-08-27,0.25,1,146,3,VFT/MA/53127
655419823039994330,"Spacious and Quiet apartment, FREE Parking",348682916,Eline,,Centro,36.72485,-4.41562,Entire home/apt,188,3,112,2024-06-22,4.57,2,74,40,VFT/MA/43866
655656539279332594,VILLA PEDREGALEJO BEACH,35582731,Pedregalejo,,Este,36.71854,-4.36564,Entire home/apt,181,2,52,2024-06-25,2.16,1,200,26,VFT/MA/54386
655689377347171868,Apartamento Málaga Halia,465719899,Adrianus Josephus Maria,,Carretera de Cadiz,36.68545,-4.44785,Entire home/apt,233,2,4,2024-06-16,0.19,1,189,2,VFT/MA/49024
655758392327458159,Apto con patio cerca playa,64127326,Vicente,,Este,36.72626,-4.36935,Entire home/apt,83,4,31,2024-06-22,1.42,2,248,26,VFT/MA/37369
655768104375609281,Apartamento Héroe sostoa(Estación María Zambrano）,465743673,Junjie,,Carretera de Cadiz,36.70856,-4.43408,Entire home/apt,158,2,80,2024-06-23,3.27,1,132,42,vft/ma/51575
655810770013950881,Encantador apartamento con patio,48429489,Augusto,,Centro,36.7246788,-4.4240009,Entire home/apt,,2,18,2024-03-20,0.74,10,63,1,VFT/MA/22320
655827646467957453,Atalaya Málaga,465761036,La Atalaya,,Este,36.81077,-4.36844,Entire home/apt,180,3,49,2024-06-24,2.16,1,125,27,CR/MA/00454
655859302146443308,Duplex Valdecasas - MalagadeVacaciones,3298879,Málaga De Vacaciones,,Este,36.72173,-4.37914,Entire home/apt,,1,3,2023-01-08,0.12,39,0,0,A/MA/1475
656391447886668701,Apartamento Arts Victoria Centro de Málaga,126914691,Ines,,Centro,36.7249948,-4.4146924,Entire home/apt,75,3,32,2024-06-25,1.34,5,74,14,VFT/MA/05506
656492815411991168,Awesome apartment in Málaga with kitchenette,154026618,Novasol,,Cruz De Humilladero,36.7208592,-4.4533966,Entire home/apt,172,1,1,2022-08-13,0.04,1,54,0,VFT/MA/53772
657804374268111316,CENTRICAL PRIVATE ENSUITE Balcony Tv A/C  1kmBeach,329266025,Welcome,,Centro,36.72664,-4.41572,Private room,97,1,67,2024-04-22,2.81,49,354,55,Exempt
657997128334682396,Habitación privada en apartamento en pleno centro,466235318,Viki,,Centro,36.72668,-4.41417,Private room,30,1,106,2024-05-04,4.36,1,211,46,CTC-2022147135
658010059209266994,4 rooms + pkg Marmoles Malaga,466239409,Rocio,,Centro,36.72158949999999,-4.427129759697672,Entire home/apt,229,2,7,2023-08-27,0.29,6,20,3,VFT/MA/73990
658027554101969004,HABITACIÓN PLAYA 4.,24525026,Carolina,,Carretera de Cadiz,36.70638,-4.4361,Private room,29,1,152,2024-06-16,6.24,39,287,77,CTC- 2019114723
658425362409242666,"WintowinRentals Great, Central and Quiet.",61977582,Salva Y Javi,,Centro,36.7228528,-4.4191936,Entire home/apt,79,1,35,2024-06-08,1.48,39,142,19,VFT/MA/51896
658431277991407230,Spacious holiday flat near the beach in Malaga,354248735,Xana,,Carretera de Cadiz,36.7086709,-4.4331573,Entire home/apt,143,1,11,2023-12-26,0.47,20,113,3,VFT/MA/51388
658510933423688122,Cervantes center Private bedroom Balcony 1kmBeach,422332697,Stay In,,Centro,36.72262,-4.41888,Private room,63,1,9,2024-04-19,0.40,40,37,2,Exempt
658511418738820277,HABITACIÓN PLAYA 2.,24525026,Carolina,,Carretera de Cadiz,36.70684,-4.43521,Private room,28,1,187,2024-06-13,7.66,39,300,91,CTC-2019114723
658518846091846189,Centrical bedroom in Spacious house with terraces,422332697,Stay In,,Centro,36.72693,-4.42045,Private room,63,1,3,2022-07-20,0.12,40,41,0,Exempt
658532651943159152,Apartamento familiar Málaga capital 800 mts playa,118881449,María,,Carretera de Cadiz,36.69056,-4.45169,Entire home/apt,111,1,57,2024-06-10,2.38,1,27,39,VFT/MA/49848
658689652846911434,Bonito Apartamento de 2 habitaciones con terraza,38597712,Ignacio,,Centro,36.73465286336813,-4.415442600529,Entire home/apt,137,2,7,2023-08-28,0.30,1,282,2,VFT/MA/52253
658724854912553802,Adela & private courtyard by ELE Apartments,89812313,Ele,,Centro,36.72442,-4.42727,Entire home/apt,177,2,2,2022-08-11,0.09,75,350,0,VFT/MA/51512
658750224796298742,LD Convento Cister  - Deluxe King,446940016,Antonio,,Centro,36.722739496623205,-4.418958108598325,Private room,159,1,10,2024-02-19,0.42,4,140,3,VTF/MA/54306
658800869389618972,LD Convento Cister  - Deluxe Queen,446940016,Antonio,,Centro,36.7226707,-4.4188991,Private room,151,1,49,2024-06-11,2.05,4,133,30,VTF/MA/54306
658829344050390481,LD Convento Cister  - Deluxe Suite,446940016,Antonio,,Centro,36.72272659726104,-4.418963473016355,Private room,156,1,1,2022-08-07,0.04,4,139,0,VTF/MA/54306
659032413070130907,Zimmer in Stadthaus mit Dachterrasse,9960184,Alexander,,Centro,36.73332,-4.41976,Private room,33,6,17,2024-05-25,0.74,6,48,13,CTC-2018184339
659053784102473941,Vivienda en Málaga-Teatinos cerca zona centro,216849484,Chirag,,Teatinos-Universidad,36.72159,-4.48277,Entire home/apt,194,3,2,2022-08-21,0.09,1,41,0,VFT/MA/52868
659058795908885302,Loft San Francisco by Living4Malaga,94173177,Living4Malaga,,Centro,36.72334,-4.4235,Entire home/apt,178,1,20,2024-01-26,0.88,106,179,15,VUT/MA/01957
659174987993614664,Premium City Vibes Alameda,336339051,Fernando,,Centro,36.718441337950445,-4.422682881115147,Entire home/apt,140,1,13,2024-05-05,0.60,41,105,3,CTC 2022041506
659201760497511191,LU&CIA VICTORIA 3 City Center,126386697,Lu&Cia,,Centro,36.7277058,-4.4122348,Entire home/apt,94,1,17,2024-06-26,0.72,43,308,10,VFT/MA/03616
659263815663368641,Smile Studio! 5 minutes from Historical Center,466543187,Verónica,,Centro,36.72613,-4.41299,Entire home/apt,75,4,85,2024-06-19,3.58,1,127,48,VFT/MA/52679
659272557105366134,iloftmalaga Mariscal,80225433,I Loft Malaga,,Centro,36.72478,-4.42398,Entire home/apt,180,1,17,2024-06-14,0.84,194,268,12,VFT/MA/49292
659352294168158025,Apartamento Parque Mediterráneo I,466418138,El Torcal,,Carretera de Cadiz,36.69645,-4.4486,Entire home/apt,114,2,16,2023-08-31,0.67,2,50,8,VfT/MA/63024
659426767297169705,Gran apartamento en el Centro Histórico,196424576,Enrique,,Centro,36.7269714,-4.4118191,Entire home/apt,103,3,1,2024-03-25,0.31,1,242,1,VFT/MA/54639
659527486959916560,Cozy apartment in city centre,121216872,Miriam,,Centro,36.72636,-4.42301,Entire home/apt,182,4,1,2022-09-06,0.05,1,347,0,VFT/MA/50960
659542590694125146,Premium Valdecasas - MalagadeVacaciones,3298879,Málaga De Vacaciones,,Este,36.72117175073631,-4.379107199451922,Entire home/apt,,1,10,2023-10-10,0.42,39,0,4,A/MA/1475
659754228608159739,C83 · Cosy Penthouse With Terrace Old Town,5890675,La Recepción,,Centro,36.72233,-4.42005,Entire home/apt,129,1,81,2024-06-09,3.35,64,292,45,VFT/MA/17036
659778100028954141,Fabuloso loft centrico,466678210,Carlos,,Centro,36.72734,-4.42308,Entire home/apt,117,3,3,2024-04-30,0.14,2,318,1,VFT/MA/39166
659874608319494123,House on walking distance beach Pedregalejo Malaga,132300028,Geert,,Este,36.72245,-4.36907,Entire home/apt,293,1,77,2024-06-26,3.53,1,290,41,VFT/MA/50415
659879424771763246,Estudio en centro y playa Victoria 13,13940181,Rosetta Estates,,Centro,36.7239404,-4.4162007,Entire home/apt,102,1,71,2024-06-16,2.98,5,51,32,VFT/MA/46225
659880061612687967,Amplio y céntrico estudio en Calle Victoria 13,13940181,Rosetta Estates,,Centro,36.7239404,-4.4162007,Entire home/apt,105,1,36,2024-06-11,1.52,5,57,18,VFT/MA/48173
660045620771864530,Exclusivo Dúplex Dos Aceras,21521353,Leandro,,Centro,36.72675,-4.41944,Entire home/apt,185,3,69,2024-06-27,2.84,41,277,35,VFT/MA/49147
660079440832568766,Habitacion privada 2 M,1108348,Christi,,Palma-Palmilla,36.74263,-4.43158,Private room,30,3,8,2023-05-15,0.33,9,365,0,VFT/MA/55473
660090675117558435,Habitacion privada 2,267165820,Karin,,Palma-Palmilla,36.74236,-4.43259,Private room,30,1,0,,,1,148,0,VFT/MA/55473
660110569351780787,Habitacion privada 2.1 M,1108348,Christi,,Palma-Palmilla,36.74113,-4.43143,Private room,30,4,15,2024-06-11,1.15,9,364,14,VFT/MA/55473
660515160880780595,Exclusive Duplex in the center near Picasso Museum,466862286,Alba,,Centro,36.72129,-4.42251,Entire home/apt,124,1,25,2024-04-28,1.09,5,145,18,A/MA/01732
660532755683014336,A Cool and Charming Apartment in the City Center,466865567,Alba,,Centro,36.72226,-4.41732,Entire home/apt,141,1,11,2024-02-22,0.46,5,156,7,A/MA/01731
660549123356366507,Exclusivo Bajo frente al mar Próximo La Malagueta,48429489,Augusto,,Centro,36.72001011310668,-4.406402323278799,Entire home/apt,350,3,30,2024-05-09,1.34,10,54,13,VFT/MA/58306
660637557869784213,Habitación con cama doble cerca de la playa,399983594,Pavlina,,Carretera de Cadiz,36.70444,-4.43389,Private room,30,60,1,2023-12-26,0.16,2,255,1,
660649939383392897,Apartment with garden,252333094,Paco,,Cruz De Humilladero,36.7137246,-4.4398574,Entire home/apt,229,2,47,2024-06-03,2.11,2,298,24,VFT/MA/52589
660747940937793452,Lovely Suite Miramar,49230972,Juan,,Este,36.72673,-4.39652,Entire home/apt,95,3,9,2023-07-24,0.38,1,286,1,VTF/MA/52721
660758765761921618,Apartamento a un paso del mar,57090654,Javier,,Este,36.72059,-4.34914,Entire home/apt,119,2,23,2024-03-13,0.95,2,278,4,VFT/MA/54732
